CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
14665,31.0,4,1276.18,5,4,4,544,Recent Customers
14667,68.0,22,8138.03,4,5,5,455,Loyal Customers
14669,6.0,3,1269.99,5,4,4,544,Recent Customers
14670,251.0,2,411.53,1,3,2,132,At Risk
14672,162.0,2,765.55,2,3,3,233,Others
14673,181.0,3,1044.94,2,4,4,244,Others
14676,79.0,6,2548.24,3,5,5,355,Loyal Customers
14680,63.0,15,27586.51,4,5,5,455,Loyal Customers
14681,5.0,3,498.95,5,4,3,543,Recent Customers
14682,202.0,2,52.0,2,3,1,231,Others
14684,41.0,4,923.15,5,4,4,544,Recent Customers
14687,107.0,1,628.38,3,1,3,313,Others
14688,3.0,21,5630.87,5,5,5,555,Champions
14689,209.0,1,112.8,2,1,1,211,Others
14690,33.0,2,371.7,5,3,2,532,Recent Customers
14691,35.0,5,2114.33,5,4,5,545,Recent Customers
14692,138.0,4,591.55,2,4,3,243,Others
14693,265.0,1,172.9,1,1,1,111,Lost
14696,2.0,7,2078.95,5,5,5,555,Champions
14697,219.0,2,188.61,1,3,1,131,At Risk
14698,48.0,3,774.93,4,4,3,443,Others
14699,96.0,1,109.13,3,1,1,311,Others
14700,152.0,3,2235.3,2,4,5,245,Big Spenders
14701,173.0,7,1958.28,2,5,5,255,Loyal Customers
14702,40.0,15,3032.52,5,5,5,555,Champions
14704,4.0,6,1134.86,5,5,4,554,Recent Customers
14705,199.0,1,179.0,2,1,1,211,Others
14708,125.0,3,1126.37,2,4,4,244,Others
14709,72.0,12,4609.04,3,5,5,355,Loyal Customers
14710,41.0,1,146.32,5,1,1,511,Recent Customers
14711,92.0,9,2365.42,3,5,5,355,Loyal Customers
14712,60.0,3,917.07,4,4,4,444,Others
14713,60.0,10,2394.61,4,5,5,455,Loyal Customers
14715,9.0,3,594.75,5,4,3,543,Recent Customers
14716,44.0,2,329.68,4,3,2,432,Others
14719,120.0,3,894.54,3,4,4,344,Others
14720,31.0,3,663.81,5,4,3,543,Recent Customers
14722,148.0,1,187.92,2,1,1,211,Others
14723,41.0,5,836.23,5,4,3,543,Recent Customers
14727,68.0,1,268.58,4,1,2,412,Others
14729,697.0,1,313.49,1,1,2,112,At Risk
14730,108.0,6,1149.14,3,5,4,354,Loyal Customers
14731,35.0,3,380.02,5,4,2,542,Recent Customers
14732,1.0,8,2702.49,5,5,5,555,Champions
14733,39.0,11,9044.2,5,5,5,555,Champions
14735,82.0,27,4904.69,3,5,5,355,Loyal Customers
14737,181.0,3,1164.55,2,4,4,244,Others
14738,5.0,6,987.64,5,5,4,554,Recent Customers
14739,184.0,5,2782.54,2,4,5,245,Big Spenders
14740,198.0,3,1448.21,2,4,4,244,Others
14741,55.0,5,1168.39,4,4,4,444,Others
14744,298.0,5,928.03,1,4,4,144,At Risk
14745,113.0,5,1220.26,3,4,4,344,Others
14747,250.0,1,328.2,1,1,2,112,At Risk
14748,35.0,5,1415.75,5,4,4,544,Recent Customers
14752,44.0,1,389.64,4,1,2,412,Others
14753,88.0,1,563.15,3,1,3,313,Others
14754,45.0,2,638.05,4,3,3,433,Others
14755,41.0,9,3615.19,5,5,5,555,Champions
14757,76.0,1,420.5,3,1,2,312,Others
14758,145.0,4,1484.06,2,4,4,244,Others
14759,113.0,3,1625.97,3,4,4,344,Others
14760,298.0,1,89.2,1,1,1,111,Lost
14761,100.0,1,97.5,3,1,1,311,Others
14762,264.0,1,300.52,1,1,2,112,At Risk
14764,47.0,1,278.3,4,1,2,412,Others
14765,60.0,3,254.11,4,4,2,442,Others
14766,66.0,6,2473.37,4,5,5,455,Loyal Customers
14768,246.0,1,133.2,1,1,1,111,Lost
14769,83.0,8,10674.75,3,5,5,355,Loyal Customers
14770,233.0,2,876.42,1,3,3,133,At Risk
14772,113.0,1,139.26,3,1,1,311,Others
14775,138.0,2,701.46,2,3,3,233,Others
14776,52.0,11,2538.3,4,5,5,455,Loyal Customers
14778,246.0,2,730.86,1,3,3,133,At Risk
14779,251.0,3,386.15,1,4,2,142,At Risk
14780,55.0,2,447.68,4,3,2,432,Others
14782,320.0,1,200.1,1,1,1,111,Lost
14784,324.0,1,114.68,1,1,1,111,Lost
14788,301.0,1,310.99,1,1,2,112,At Risk
14789,29.0,1,197.64,5,1,1,511,Recent Customers
14790,2.0,3,580.78,5,4,3,543,Recent Customers
14794,90.0,6,1031.55,3,5,4,354,Loyal Customers
14795,167.0,1,131.45,2,1,1,211,Others
14796,33.0,16,7620.71,5,5,5,555,Champions
14798,53.0,3,173.74,4,4,1,441,Others
14799,52.0,1,157.7,4,1,1,411,Others
14800,48.0,11,4339.36,4,5,5,455,Loyal Customers
14803,98.0,3,845.55,3,4,3,343,Others
14804,332.0,1,353.27,1,1,2,112,At Risk
14805,54.0,2,253.9,4,3,2,432,Others
14806,76.0,1,193.39,3,1,1,311,Others
14808,40.0,8,2741.17,5,5,5,555,Champions
14810,41.0,11,2087.88,5,5,5,555,Champions
14813,577.0,2,155.43,1,3,1,131,At Risk
14815,274.0,1,226.92,1,1,1,111,Lost
14816,198.0,1,271.85,2,1,2,212,Others
14817,160.0,2,1110.34,2,3,4,234,Others
14818,74.0,3,657.8,3,4,3,343,Others
14819,193.0,1,84.72,2,1,1,211,Others
14820,76.0,3,381.29,3,4,2,342,Others
14821,485.0,1,48.8,1,1,1,111,Lost
14823,4.0,3,321.43,5,4,2,542,Recent Customers
14824,74.0,3,811.01,3,4,3,343,Others
14825,31.0,9,1600.66,5,5,4,554,Recent Customers
14828,162.0,3,2139.76,2,4,5,245,Big Spenders
14829,60.0,4,697.55,4,4,3,443,Others
14830,54.0,1,197.13,4,1,1,411,Others
14834,32.0,3,851.2,5,4,3,543,Recent Customers
14836,29.0,2,79.05,5,3,1,531,Recent Customers
14837,31.0,4,1649.5,5,4,4,544,Recent Customers
14840,268.0,1,62.85,1,1,1,111,Lost
14841,54.0,5,2915.97,4,4,5,445,Big Spenders
14842,44.0,4,2824.69,4,4,5,445,Big Spenders
14844,6.0,3,2257.68,5,4,5,545,Recent Customers
14847,149.0,1,309.4,2,1,2,212,Others
14849,2.0,21,6342.27,5,5,5,555,Champions
14850,342.0,1,325.75,1,1,2,112,At Risk
14851,257.0,1,206.13,1,1,1,111,Lost
14852,141.0,5,2188.42,2,4,5,245,Big Spenders
14853,5.0,1,214.5,5,1,1,511,Recent Customers
14854,68.0,7,2759.83,4,5,5,455,Loyal Customers
14855,2.0,2,645.65,5,3,3,533,Recent Customers
14856,57.0,3,1311.38,4,4,4,444,Others
14857,149.0,1,522.52,2,1,3,213,Others
14859,81.0,2,927.12,3,3,4,334,Others
14861,53.0,1,125.79,4,1,1,411,Others
14862,149.0,1,304.1,2,1,2,212,Others
14863,60.0,1,266.76,4,1,2,412,Others
14865,301.0,2,52.2,1,3,1,131,At Risk
14866,45.0,9,9924.4,4,5,5,455,Loyal Customers
14867,157.0,3,710.28,2,4,3,243,Others
14868,32.0,7,2583.45,5,5,5,555,Champions
14869,104.0,2,725.7,3,3,3,333,Others
14870,262.0,1,327.25,1,1,2,112,At Risk
14871,179.0,4,522.38,2,4,3,243,Others
14873,211.0,1,519.68,2,1,3,213,Others
14875,108.0,2,1465.32,3,3,4,334,Others
14878,4.0,8,1336.69,5,5,4,554,Recent Customers
14880,78.0,3,706.19,3,4,3,343,Others
14882,182.0,1,247.9,2,1,2,212,Others
14883,5.0,5,666.07,5,4,3,543,Recent Customers
14885,132.0,1,765.32,2,1,3,213,Others
14886,340.0,1,364.8,1,1,2,112,At Risk
14887,80.0,1,1862.0,3,1,4,314,Others
14888,208.0,1,369.2,2,1,2,212,Others
14889,162.0,1,135.9,2,1,1,211,Others
14890,254.0,1,125.65,1,1,1,111,Lost
14891,149.0,2,554.38,2,3,3,233,Others
14894,86.0,1,655.75,3,1,3,313,Others
14895,41.0,20,11138.71,5,5,5,555,Champions
14896,205.0,2,468.77,2,3,3,233,Others
14897,1.0,4,1366.38,5,4,4,544,Recent Customers
14898,69.0,5,1011.3,4,4,4,444,Others
14901,1.0,8,1226.47,5,5,4,554,Recent Customers
14903,155.0,4,2411.82,2,4,5,245,Big Spenders
14904,151.0,1,628.48,2,1,3,213,Others
14905,217.0,2,616.15,1,3,3,133,At Risk
14907,29.0,7,3501.1,5,5,5,555,Champions
14908,75.0,1,277.8,3,1,2,312,Others
14910,55.0,3,426.85,4,4,2,442,Others
14911,2.0,165,121955.1,5,5,5,555,Champions
14912,159.0,1,482.79,2,1,3,213,Others
14913,37.0,4,1227.43,5,4,4,544,Recent Customers
14915,92.0,2,307.48,3,3,2,332,Others
14916,71.0,4,1268.98,4,4,4,444,Others
14918,116.0,2,1610.15,3,3,4,334,Others
14920,35.0,2,977.77,5,3,4,534,Recent Customers
14921,90.0,2,1316.07,3,3,4,334,Others
14923,51.0,1,749.1,4,1,3,413,Others
14924,128.0,1,310.05,2,1,2,212,Others
14929,152.0,1,223.88,2,1,1,211,Others
14930,68.0,3,2372.86,4,4,5,445,Big Spenders
14931,75.0,4,1046.05,3,4,4,344,Others
14932,454.0,1,363.53,1,1,2,112,At Risk
14934,82.0,2,1890.94,3,3,4,334,Others
14935,298.0,1,1784.71,1,1,4,114,At Risk
14936,98.0,5,6376.02,3,4,5,345,Big Spenders
14937,57.0,3,1621.88,4,4,4,444,Others
14944,60.0,12,5900.25,4,5,5,455,Loyal Customers
14947,73.0,2,290.82,3,3,2,332,Others
14948,72.0,5,834.27,3,4,3,343,Others
14951,80.0,1,311.69,3,1,2,312,Others
14952,1.0,9,6724.25,5,5,5,555,Champions
14957,254.0,1,58.49,1,1,1,111,Lost
14958,128.0,3,499.68,2,4,3,243,Others
14959,110.0,3,537.32,3,4,3,343,Others
14960,172.0,2,221.27,2,3,1,231,Others
14961,82.0,8,5899.93,3,5,5,355,Loyal Customers
14962,271.0,1,126.7,1,1,1,111,Lost
14963,58.0,3,918.74,4,4,4,444,Others
14964,189.0,1,206.21,2,1,1,211,Others
14965,245.0,2,599.0,1,3,3,133,At Risk
14967,50.0,1,463.8,4,1,3,413,Others
14968,90.0,1,147.59,3,1,1,311,Others
14970,138.0,3,1119.75,2,4,4,244,Others
14971,44.0,3,1116.57,4,4,4,444,Others
14972,277.0,1,114.77,1,1,1,111,Lost
14973,108.0,3,1314.45,3,4,4,344,Others
14974,302.0,1,114.39,1,1,1,111,Lost
14975,58.0,1,279.94,4,1,2,412,Others
14976,58.0,7,790.86,4,5,3,453,Loyal Customers
14978,73.0,5,1931.42,3,4,5,345,Big Spenders
14981,159.0,1,102.12,2,1,1,211,Others
14984,4.0,1,110.18,5,1,1,511,Recent Customers
14985,199.0,2,296.75,2,3,2,232,Others
14987,454.0,1,163.2,1,1,1,111,Lost
14988,5.0,1,334.54,5,1,2,512,Recent Customers
14995,251.0,2,233.23,1,3,1,131,At Risk
14997,1.0,3,546.2,5,4,3,543,Recent Customers
14998,6.0,2,429.87,5,3,2,532,Recent Customers
15000,48.0,1,490.52,4,1,3,413,Others
15002,116.0,4,1641.76,3,4,4,344,Others
15004,148.0,1,1246.32,2,1,4,214,Others
15005,45.0,25,5626.5,4,5,5,455,Loyal Customers
15006,52.0,1,502.09,4,1,3,413,Others
15007,278.0,1,156.91,1,1,1,111,Lost
15010,243.0,1,308.94,1,1,2,112,At Risk
15012,54.0,2,423.04,4,3,2,432,Others
15014,44.0,2,260.17,4,3,2,432,Others
15016,173.0,1,170.04,2,1,1,211,Others
15017,182.0,1,125.58,2,1,1,211,Others
15018,333.0,3,496.21,1,4,3,143,At Risk
15019,267.0,1,266.0,1,1,2,112,At Risk
15021,87.0,7,1670.38,3,5,4,354,Loyal Customers
15022,48.0,1,353.23,4,1,2,412,Others
15023,40.0,11,6802.76,5,5,5,555,Champions
15024,29.0,6,1134.81,5,5,4,554,Recent Customers
15025,182.0,1,377.01,2,1,2,212,Others
15026,81.0,3,469.0,3,4,3,343,Others
15027,90.0,4,1066.15,3,4,4,344,Others
15028,43.0,4,627.13,5,4,3,543,Recent Customers
15030,72.0,2,518.28,3,3,3,333,Others
15031,90.0,4,668.14,3,4,3,343,Others
15032,257.0,3,4959.1,1,4,5,145,Big Spenders
15033,40.0,9,2305.24,5,5,5,555,Champions
15034,29.0,7,4112.61,5,5,5,555,Champions
15035,31.0,1,252.73,5,1,2,512,Recent Customers
15036,73.0,3,465.55,3,4,3,343,Others
15038,67.0,4,517.45,4,4,3,443,Others
15039,52.0,42,19297.62,4,5,5,455,Loyal Customers
15041,171.0,1,180.35,2,1,1,211,Others
15042,200.0,1,135.93,2,1,1,211,Others
15043,121.0,1,537.0,2,1,3,213,Others
15044,6.0,15,6388.55,5,5,5,555,Champions
15045,33.0,2,735.66,5,3,3,533,Recent Customers
15046,47.0,13,4654.05,4,5,5,455,Loyal Customers
15047,270.0,1,343.62,1,1,2,112,At Risk
15048,117.0,3,324.53,3,4,2,342,Others
15049,37.0,1,121.17,5,1,1,511,Recent Customers
15050,72.0,2,1323.18,3,3,4,334,Others
15051,3.0,2,1145.93,5,3,4,534,Recent Customers
15052,320.0,1,215.78,1,1,1,111,Lost
15053,186.0,3,697.79,2,4,3,243,Others
15054,41.0,1,168.42,5,1,1,511,Recent Customers
15057,98.0,2,1489.5,3,3,4,334,Others
15058,51.0,9,1644.04,4,5,4,454,Loyal Customers
15059,41.0,9,1337.72,5,5,4,554,Recent Customers
15060,332.0,1,16.61,1,1,1,111,Lost
15061,5.0,44,50230.34,5,5,5,555,Champions
15062,72.0,4,987.86,3,4,4,344,Others
15063,66.0,1,370.8,4,1,2,412,Others
15065,165.0,4,3158.13,2,4,5,245,Big Spenders
15066,54.0,1,893.59,4,1,4,414,Others
15067,79.0,3,1744.76,3,4,4,344,Others
15068,47.0,2,553.36,4,3,3,433,Others
15069,180.0,1,1109.53,2,1,4,214,Others
15070,666.0,1,106.2,1,1,1,111,Lost
15071,98.0,2,982.07,3,3,4,334,Others
15073,157.0,2,861.96,2,3,3,233,Others
15074,106.0,1,748.87,3,1,3,313,Others
15075,78.0,1,773.03,3,1,3,313,Others
15076,173.0,1,880.85,2,1,3,213,Others
15078,57.0,31,9435.55,4,5,5,455,Loyal Customers
15079,35.0,4,895.61,5,4,4,544,Recent Customers
15081,87.0,3,336.25,3,4,2,342,Others
15083,257.0,1,88.2,1,1,1,111,Lost
15087,282.0,1,306.94,1,1,2,112,At Risk
15089,45.0,4,2182.93,4,4,5,445,Big Spenders
15090,252.0,1,381.32,1,1,2,112,At Risk
15092,127.0,2,457.81,2,3,3,233,Others
15093,117.0,5,4027.1,3,4,5,345,Big Spenders
15095,104.0,4,1370.6,3,4,4,344,Others
15096,43.0,1,219.39,5,1,1,511,Recent Customers
15097,212.0,1,248.08,2,1,2,212,Others
15098,65.0,3,39916.5,4,4,5,445,Big Spenders
15099,85.0,1,410.48,3,1,2,312,Others
15100,70.0,3,876.0,4,4,3,443,Others
15101,332.0,2,317.53,1,3,2,132,At Risk
15103,87.0,2,703.36,3,3,3,333,Others
15104,197.0,2,1027.44,2,3,4,234,Others
15105,87.0,3,1176.54,3,4,4,344,Others
15106,5.0,3,1032.83,5,4,4,544,Recent Customers
15107,39.0,6,319.5,5,5,2,552,Recent Customers
15108,142.0,4,1300.25,2,4,4,244,Others
15109,128.0,1,484.95,2,1,3,213,Others
15110,45.0,3,680.4,4,4,3,443,Others
15111,60.0,2,618.18,4,3,3,433,Others
15113,55.0,1,2242.69,4,1,5,415,Big Spenders
15114,38.0,10,2760.56,5,5,5,555,Champions
15116,58.0,3,1202.75,4,4,4,444,Others
15117,32.0,3,1202.03,5,4,4,544,Recent Customers
15118,135.0,1,244.8,2,1,2,212,Others
15119,128.0,1,266.4,2,1,2,212,Others
15120,134.0,1,358.82,2,1,2,212,Others
15121,51.0,2,457.72,4,3,3,433,Others
15122,115.0,3,1633.78,3,4,4,344,Others
15123,207.0,2,2199.31,2,3,5,235,Big Spenders
15124,338.0,1,90.75,1,1,1,111,Lost
15125,114.0,12,10795.48,3,5,5,355,Loyal Customers
15128,169.0,3,1170.24,2,4,4,244,Others
15129,51.0,11,3447.4,4,5,5,455,Loyal Customers
15130,170.0,1,330.11,2,1,2,212,Others
15132,57.0,4,948.43,4,4,4,444,Others
15133,38.0,3,982.42,5,4,4,544,Recent Customers
15134,46.0,7,1236.61,4,5,4,454,Loyal Customers
15135,240.0,1,139.05,1,1,1,111,Lost
15136,151.0,3,839.8,2,4,3,243,Others
15139,162.0,2,178.96,2,3,1,231,Others
15140,53.0,7,2354.25,4,5,5,455,Loyal Customers
15142,47.0,1,498.74,4,1,3,413,Others
15143,226.0,1,259.45,1,1,2,112,At Risk
15144,44.0,15,5467.6,4,5,5,455,Loyal Customers
15145,44.0,4,1194.73,4,4,4,444,Others
15146,165.0,2,1327.16,2,3,4,234,Others
15147,241.0,1,623.5,1,1,3,113,At Risk
15149,134.0,1,520.8,2,1,3,213,Others
15150,74.0,9,5021.88,3,5,5,355,Loyal Customers
15152,50.0,9,3331.53,4,5,5,455,Loyal Customers
15153,121.0,1,329.25,2,1,2,212,Others
15154,76.0,1,296.42,3,1,2,312,Others
15156,120.0,3,961.49,3,4,4,344,Others
15157,125.0,3,1936.07,2,4,5,245,Big Spenders
15158,46.0,1,401.4,4,1,2,412,Others
15159,31.0,26,15357.22,5,5,5,555,Champions
15160,358.0,1,158.16,1,1,1,111,Lost
15163,193.0,1,155.0,2,1,1,211,Others
15164,209.0,2,368.18,2,3,2,232,Others
15165,697.0,1,487.75,1,1,3,113,At Risk
15167,321.0,1,163.0,1,1,1,111,Lost
15171,9.0,1,1289.5,5,1,4,514,Recent Customers
15172,71.0,5,1624.05,4,4,4,444,Others
15174,323.0,1,135.75,1,1,1,111,Lost
15175,72.0,1,224.14,3,1,1,311,Others
15178,261.0,1,40.5,1,1,1,111,Lost
15179,54.0,4,1643.67,4,4,4,444,Others
15180,516.0,1,87.5,1,1,1,111,Lost
15181,176.0,2,435.0,2,3,2,232,Others
15182,125.0,2,622.85,2,3,3,233,Others
15184,60.0,2,406.76,4,3,2,432,Others
15185,71.0,1,310.62,4,1,2,412,Others
15186,169.0,1,229.26,2,1,1,211,Others
15187,35.0,13,3825.54,5,5,5,555,Champions
15189,6.0,38,14966.23,5,5,5,555,Champions
15192,2.0,3,1044.32,5,4,4,544,Recent Customers
15194,79.0,15,7616.53,3,5,5,355,Loyal Customers
15195,151.0,1,3861.0,2,1,5,215,Big Spenders
15197,340.0,2,773.25,1,3,3,133,At Risk
15198,123.0,2,193.64,2,3,1,231,Others
15199,184.0,3,967.75,2,4,4,244,Others
15201,88.0,5,1236.54,3,4,4,344,Others
15203,80.0,5,1517.72,3,4,4,344,Others
15204,358.0,1,316.58,1,1,2,112,At Risk
15205,86.0,2,653.24,3,3,3,333,Others
15206,98.0,3,236.7,3,4,1,341,Others
15208,120.0,4,697.82,3,4,3,343,Others
15210,226.0,1,331.18,1,1,2,112,At Risk
15211,454.0,1,383.07,1,1,2,112,At Risk
15212,6.0,1,101.8,5,1,1,511,Recent Customers
15213,319.0,2,328.35,1,3,2,132,At Risk
15214,36.0,5,1268.71,5,4,4,544,Recent Customers
15215,47.0,3,734.94,4,4,3,443,Others
15216,88.0,1,96.6,3,1,1,311,Others
15218,54.0,10,4949.21,4,5,5,455,Loyal Customers
15219,177.0,1,305.75,2,1,2,212,Others
15220,52.0,6,1778.96,4,5,4,454,Loyal Customers
15221,485.0,1,403.25,1,1,2,112,At Risk
15222,319.0,1,585.0,1,1,3,113,At Risk
15223,226.0,2,755.75,1,3,3,133,At Risk
15224,359.0,2,322.08,1,3,2,132,At Risk
15225,235.0,1,409.4,1,1,2,112,At Risk
15226,311.0,1,154.41,1,1,1,111,Lost
15227,127.0,5,1219.4,2,4,4,244,Others
15228,170.0,3,2224.03,2,4,5,245,Big Spenders
15230,240.0,2,429.6,1,3,2,132,At Risk
15232,114.0,2,612.06,3,3,3,333,Others
15234,129.0,1,197.0,2,1,1,211,Others
15235,159.0,12,2247.51,2,5,5,255,Loyal Customers
15236,299.0,1,321.05,1,1,2,112,At Risk
15237,79.0,4,1412.32,3,4,4,344,Others
15238,60.0,3,1071.99,4,4,4,444,Others
15239,79.0,1,461.79,3,1,3,313,Others
15240,6.0,5,1706.57,5,4,4,544,Recent Customers
15241,74.0,7,1411.52,3,5,4,354,Loyal Customers
15243,75.0,1,316.68,3,1,2,312,Others
15244,220.0,1,297.94,1,1,2,112,At Risk
15245,135.0,3,2515.84,2,4,5,245,Big Spenders
15246,239.0,2,514.15,1,3,3,133,At Risk
15247,93.0,1,356.0,3,1,2,312,Others
15249,2.0,12,6046.89,5,5,5,555,Champions
15251,3.0,10,10121.11,5,5,5,555,Champions
15252,95.0,2,740.78,3,3,3,333,Others
15253,1.0,3,640.6,5,4,3,543,Recent Customers
15254,246.0,1,300.36,1,1,2,112,At Risk
15256,149.0,1,98.45,2,1,1,211,Others
15257,341.0,1,317.15,1,1,2,112,At Risk
15258,169.0,2,623.16,2,3,3,233,Others
15260,101.0,7,1810.77,3,5,4,354,Loyal Customers
15261,136.0,1,254.82,2,1,2,212,Others
15262,324.0,1,178.95,1,1,1,111,Lost
15263,107.0,1,156.51,3,1,1,311,Others
15265,33.0,2,1506.12,5,3,4,534,Recent Customers
15266,223.0,1,119.3,1,1,1,111,Lost
15267,43.0,3,1467.76,5,4,4,544,Recent Customers
15270,38.0,5,1850.29,5,4,4,544,Recent Customers
15271,4.0,14,2323.93,5,5,5,555,Champions
15272,58.0,2,721.94,4,3,3,433,Others
15274,212.0,1,332.58,2,1,2,212,Others
15275,302.0,1,615.14,1,1,3,113,At Risk
15277,47.0,1,255.9,4,1,2,412,Others
15279,355.0,1,290.51,1,1,2,112,At Risk
15280,173.0,1,113.12,2,1,1,211,Others
15281,70.0,8,2191.78,4,5,5,455,Loyal Customers
15286,50.0,1,240.55,4,1,2,412,Others
15287,71.0,1,340.98,4,1,2,412,Others
15288,44.0,5,2306.52,4,4,5,445,Big Spenders
15289,60.0,3,939.78,4,4,4,444,Others
15290,43.0,18,7943.22,5,5,5,555,Champions
15291,4.0,14,4350.18,5,5,5,555,Champions
15292,202.0,1,180.94,2,1,1,211,Others
15296,35.0,6,3672.86,5,5,5,555,Champions
15297,60.0,1,149.8,4,1,1,411,Others
15298,41.0,10,4146.74,5,5,5,555,Champions
15299,165.0,5,3035.01,2,4,5,245,Big Spenders
15301,51.0,12,5070.35,4,5,5,455,Loyal Customers
15303,291.0,1,574.02,1,1,3,113,At Risk
15304,86.0,7,582.5,3,5,3,353,Loyal Customers
15306,123.0,2,657.07,2,3,3,233,Others
15307,215.0,1,205.3,1,1,1,111,Lost
15308,68.0,1,310.47,4,1,2,412,Others
15311,9.0,82,56162.37,5,5,5,555,Champions
15312,76.0,4,924.85,3,4,4,344,Others
15313,111.0,1,52.0,3,1,1,311,Others
15314,200.0,1,327.97,2,1,2,212,Others
15315,117.0,1,233.54,3,1,1,311,Others
15316,327.0,1,165.0,1,1,1,111,Lost
15318,181.0,1,312.62,2,1,2,212,Others
15319,341.0,1,204.5,1,1,1,111,Lost
15320,45.0,1,267.13,4,1,2,412,Others
15321,71.0,3,2748.31,4,4,5,445,Big Spenders
15322,86.0,1,679.68,3,1,3,313,Others
15325,104.0,1,162.29,3,1,1,311,Others
15326,70.0,1,311.71,4,1,2,412,Others
15327,53.0,1,208.75,4,1,1,411,Others
15329,40.0,3,1049.7,5,4,4,544,Recent Customers
15330,152.0,1,394.56,2,1,2,212,Others
15332,485.0,4,1661.06,1,4,4,144,At Risk
15333,209.0,1,1028.56,2,1,4,214,Others
15334,164.0,3,351.67,2,4,2,242,Others
15335,54.0,1,173.97,4,1,1,411,Others
15339,319.0,1,257.9,1,1,2,112,At Risk
15341,81.0,1,2020.52,3,1,5,315,Big Spenders
15342,305.0,1,406.09,1,1,2,112,At Risk
15343,88.0,1,364.5,3,1,2,312,Others
15344,75.0,3,563.94,3,4,3,343,Others
15345,46.0,1,393.54,4,1,2,412,Others
15346,39.0,1,252.42,5,1,2,512,Recent Customers
15347,485.0,1,201.6,1,1,1,111,Lost
15348,73.0,1,158.04,3,1,1,311,Others
15349,218.0,2,473.81,1,3,3,133,At Risk
15350,697.0,1,115.65,1,1,1,111,Lost
15351,55.0,4,1399.22,4,4,4,444,Others
15353,255.0,2,777.02,1,3,3,133,At Risk
15355,54.0,2,277.05,4,3,2,432,Others
15356,72.0,10,2766.5,3,5,5,355,Loyal Customers
15358,1.0,22,8347.2,5,5,5,555,Champions
15360,40.0,1,427.93,5,1,2,512,Recent Customers
15361,362.0,1,418.92,1,1,2,112,At Risk
15363,666.0,1,326.0,1,1,2,112,At Risk
15364,215.0,2,913.19,1,3,4,134,At Risk
15365,82.0,4,1945.15,3,4,5,345,Big Spenders
15366,76.0,2,602.51,3,3,3,333,Others
15367,58.0,4,1877.59,4,4,4,444,Others
15370,39.0,6,2353.05,5,5,5,555,Champions
15372,138.0,1,2007.4,2,1,5,215,Big Spenders
15373,116.0,10,2032.43,3,5,5,355,Loyal Customers
15374,277.0,1,168.0,1,1,1,111,Lost
15376,41.0,3,1233.36,5,4,4,544,Recent Customers
15379,98.0,7,3703.29,3,5,5,355,Loyal Customers
15380,47.0,5,1690.26,4,4,4,444,Others
15381,66.0,2,596.85,4,3,3,433,Others
15382,85.0,5,4709.9,3,4,5,345,Big Spenders
15384,170.0,2,642.41,2,3,3,233,Others
15385,41.0,1,316.88,5,1,2,512,Recent Customers
15386,187.0,1,394.14,2,1,2,212,Others
15388,271.0,1,140.54,1,1,1,111,Lost
15389,173.0,1,500.0,2,1,3,213,Others
15392,1.0,4,1535.53,5,4,4,544,Recent Customers
15393,282.0,1,124.1,1,1,1,111,Lost
15394,79.0,3,1854.14,3,4,4,344,Others
15395,326.0,1,107.45,1,1,1,111,Lost
15396,113.0,1,288.18,3,1,2,312,Others
15397,290.0,1,94.0,1,1,1,111,Lost
15398,79.0,1,634.85,3,1,3,313,Others
15399,80.0,2,571.81,3,3,3,333,Others
15400,114.0,5,716.2,3,4,3,343,Others
15402,149.0,2,626.77,2,3,3,233,Others
15405,279.0,1,349.1,1,1,2,112,At Risk
15406,38.0,2,510.71,5,3,3,533,Recent Customers
15407,95.0,4,1056.44,3,4,4,344,Others
15408,265.0,1,267.18,1,1,2,112,At Risk
15410,85.0,8,3450.84,3,5,5,355,Loyal Customers
15411,65.0,3,991.26,4,4,4,444,Others
15412,172.0,1,190.53,2,1,1,211,Others
15414,36.0,2,421.5,5,3,2,532,Recent Customers
15415,314.0,1,572.81,1,1,3,113,At Risk
15416,156.0,3,3144.33,2,4,5,245,Big Spenders
15417,86.0,1,508.8,3,1,3,313,Others
15421,127.0,3,739.36,2,4,3,243,Others
15422,324.0,2,97.7,1,3,1,131,At Risk
15423,333.0,1,43.5,1,1,1,111,Lost
15424,255.0,2,383.34,1,3,2,132,At Risk
15426,182.0,4,1001.23,2,4,4,244,Others
15427,48.0,3,1483.14,4,4,4,444,Others
15429,76.0,1,243.06,3,1,2,312,Others
15433,66.0,2,533.3,4,3,3,433,Others
15434,108.0,5,1041.48,3,4,4,344,Others
15436,48.0,2,859.32,4,3,3,433,Others
15437,263.0,1,200.16,1,1,1,111,Lost
15438,132.0,1,156.58,2,1,1,211,Others
15440,55.0,3,383.68,4,4,2,442,Others
15442,220.0,1,594.0,1,1,3,113,At Risk
15443,46.0,5,2056.54,4,4,5,445,Big Spenders
15444,41.0,1,342.9,5,1,2,512,Recent Customers
15445,265.0,1,113.5,1,1,1,111,Lost
15447,331.0,1,155.17,1,1,1,111,Lost
15448,313.0,1,494.64,1,1,3,113,At Risk
15449,157.0,2,647.7,2,3,3,233,Others
15450,90.0,1,429.84,3,1,2,312,Others
